,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,demand
176,177,2011-01-08,Spring,2011,January,15.00,0,Saturday,Weekend,"Clear, Partly cloudy",8.200000000000001,8.334999999999999,32.0,30.002599999999997,5,69,74,Medium
177,178,2011-01-08,Spring,2011,January,16.00,0,Saturday,Weekend,"Clear, Partly cloudy",7.38,6.819999999999999,28.999999999999996,30.002599999999997,8,68,76,Medium
178,179,2011-01-08,Spring,2011,January,17.00,0,Saturday,Weekend,"Clear, Partly cloudy",6.5600000000000005,6.0600000000000005,37.0,36.9974,5,64,69,Low
179,180,2011-01-08,Spring,2011,January,18.00,0,Saturday,Weekend,"Clear, Partly cloudy",5.74,6.0600000000000005,39.0,19.999499999999998,3,52,55,Low
180,181,2011-01-08,Spring,2011,January,19.00,0,Saturday,Weekend,"Clear, Partly cloudy",5.74,6.0600000000000005,36.0,16.997899999999998,4,26,30,Low
181,182,2011-01-08,Spring,2011,January,20.00,0,Saturday,Weekend,"Clear, Partly cloudy",4.92,6.0600000000000005,36.0,16.997899999999998,0,28,28,Low
182,183,2011-01-08,Spring,2011,January,21.00,0,Saturday,Weekend,"Clear, Partly cloudy",4.92,5.305,39.0,23.9994,2,35,37,Low
183,184,2011-01-08,Spring,2011,January,22.00,0,Saturday,Weekend,"Clear, Partly cloudy",4.92,5.305,36.0,26.0027,1,33,34,Low
184,185,2011-01-08,Spring,2011,January,23.00,0,Saturday,Weekend,"Clear, Partly cloudy",4.1000000000000005,3.0300000000000002,39.0,30.002599999999997,0,22,22,Low
185,186,2011-01-09,Spring,2011,January,00.00,0,Sunday,Weekend,"Clear, Partly cloudy",4.1000000000000005,3.7900000000000005,42.0,26.0027,1,24,25,Low
186,187,2011-01-09,Spring,2011,January,01.00,0,Sunday,Weekend,"Clear, Partly cloudy",4.1000000000000005,3.0300000000000002,42.0,31.0009,0,12,12,Low
187,188,2011-01-09,Spring,2011,January,02.00,0,Sunday,Weekend,"Clear, Partly cloudy",4.1000000000000005,3.0300000000000002,46.0,31.0009,0,11,11,Low
188,189,2011-01-09,Spring,2011,January,03.00,0,Sunday,Weekend,"Clear, Partly cloudy",4.1000000000000005,3.7900000000000005,46.0,27.999299999999998,0,4,4,Low
189,190,2011-01-09,Spring,2011,January,04.00,0,Sunday,Weekend,"Clear, Partly cloudy",3.2800000000000002,4.545,53.0,12.998000000000001,0,1,1,Low
190,191,2011-01-09,Spring,2011,January,05.00,0,Sunday,Weekend,"Clear, Partly cloudy",3.2800000000000002,4.545,53.0,12.998000000000001,0,1,1,Low
191,192,2011-01-09,Spring,2011,January,06.00,0,Sunday,Weekend,"Clear, Partly cloudy",4.1000000000000005,4.545,49.0,19.0012,0,1,1,Low
192,193,2011-01-09,Spring,2011,January,07.00,0,Sunday,Weekend,"Clear, Partly cloudy",3.2800000000000002,4.545,53.0,12.998000000000001,1,5,6,Low
193,194,2011-01-09,Spring,2011,January,08.00,0,Sunday,Weekend,"Clear, Partly cloudy",4.1000000000000005,4.545,49.0,19.0012,0,10,10,Low
194,195,2011-01-09,Spring,2011,January,09.00,0,Sunday,Weekend,"Clear, Partly cloudy",4.92,3.7900000000000005,46.0,35.0008,0,19,19,Low
195,196,2011-01-09,Spring,2011,January,10.00,0,Sunday,Weekend,"Clear, Partly cloudy",5.74,5.305,43.0,26.0027,0,49,49,Low
196,197,2011-01-09,Spring,2011,January,11.00,0,Sunday,Weekend,"Clear, Partly cloudy",6.5600000000000005,6.0600000000000005,40.0,35.0008,2,47,49,Low
197,198,2011-01-09,Spring,2011,January,12.00,0,Sunday,Weekend,"Clear, Partly cloudy",7.38,6.819999999999999,37.0,30.002599999999997,4,79,83,Medium
198,199,2011-01-09,Spring,2011,January,13.00,0,Sunday,Weekend,"Clear, Partly cloudy",8.200000000000001,8.334999999999999,34.0,30.002599999999997,6,69,75,Medium
199,200,2011-01-09,Spring,2011,January,14.00,0,Sunday,Weekend,"Clear, Partly cloudy",9.02,9.09,32.0,31.0009,8,64,72,Medium
200,201,2011-01-09,Spring,2011,January,15.00,0,Sunday,Weekend,"Clear, Partly cloudy",9.02,9.85,35.0,23.9994,5,77,82,Medium
201,202,2011-01-09,Spring,2011,January,16.00,0,Sunday,Weekend,"Clear, Partly cloudy",8.200000000000001,8.334999999999999,34.0,30.002599999999997,13,79,92,Medium
202,203,2011-01-09,Spring,2011,January,17.00,0,Sunday,Weekend,"Clear, Partly cloudy",7.38,7.575,37.0,26.0027,3,59,62,Low
203,204,2011-01-09,Spring,2011,January,18.00,0,Sunday,Weekend,"Clear, Partly cloudy",6.5600000000000005,6.819999999999999,40.0,22.0028,4,44,48,Low
204,205,2011-01-09,Spring,2011,January,19.00,0,Sunday,Weekend,"Clear, Partly cloudy",6.5600000000000005,6.819999999999999,43.0,22.0028,1,40,41,Low
205,206,2011-01-09,Spring,2011,January,20.00,0,Sunday,Weekend,"Clear, Partly cloudy",5.74,6.0600000000000005,46.0,16.997899999999998,0,38,38,Low
206,207,2011-01-09,Spring,2011,January,21.00,0,Sunday,Weekend,"Clear, Partly cloudy",5.74,5.305,46.0,27.999299999999998,1,19,20,Low
207,208,2011-01-09,Spring,2011,January,22.00,0,Sunday,Weekend,"Clear, Partly cloudy",5.74,6.0600000000000005,46.0,19.999499999999998,5,10,15,Low
208,209,2011-01-09,Spring,2011,January,23.00,0,Sunday,Weekend,"Clear, Partly cloudy",4.92,6.819999999999999,50.0,12.998000000000001,0,6,6,Low
209,210,2011-01-10,Spring,2011,January,00.00,0,Monday,Weekday,"Clear, Partly cloudy",4.92,6.0600000000000005,50.0,19.0012,2,3,5,Low
210,211,2011-01-10,Spring,2011,January,01.00,0,Monday,Weekday,"Clear, Partly cloudy",4.92,6.0600000000000005,50.0,19.0012,1,0,1,Low
211,212,2011-01-10,Spring,2011,January,02.00,0,Monday,Weekday,"Clear, Partly cloudy",4.92,6.0600000000000005,50.0,15.001299999999999,0,3,3,Low
212,213,2011-01-10,Spring,2011,January,03.00,0,Monday,Weekday,"Clear, Partly cloudy",4.92,6.0600000000000005,50.0,15.001299999999999,0,1,1,Low
213,214,2011-01-10,Spring,2011,January,04.00,0,Monday,Weekday,"Clear, Partly cloudy",4.1000000000000005,6.0600000000000005,54.0,8.9981,1,2,3,Low
214,215,2011-01-10,Spring,2011,January,05.00,0,Monday,Weekday,"Clear, Partly cloudy",4.1000000000000005,5.305,54.0,16.997899999999998,0,3,3,Low
215,216,2011-01-10,Spring,2011,January,06.00,0,Monday,Weekday,"Clear, Partly cloudy",4.92,6.0600000000000005,50.0,19.0012,0,31,31,Low
216,217,2011-01-10,Spring,2011,January,07.00,0,Monday,Weekday,"Clear, Partly cloudy",4.92,6.0600000000000005,50.0,15.001299999999999,2,75,77,Medium
217,218,2011-01-10,Spring,2011,January,08.00,0,Monday,Weekday,"Mist, Cloudy",4.92,6.0600000000000005,50.0,19.0012,4,184,188,Medium
218,219,2011-01-10,Spring,2011,January,09.00,0,Monday,Weekday,"Mist, Cloudy",5.74,6.0600000000000005,50.0,16.997899999999998,2,92,94,Medium
219,220,2011-01-10,Spring,2011,January,10.00,0,Monday,Weekday,"Mist, Cloudy",5.74,6.0600000000000005,50.0,19.999499999999998,0,31,31,Low
220,221,2011-01-10,Spring,2011,January,11.00,0,Monday,Weekday,"Mist, Cloudy",6.5600000000000005,6.819999999999999,47.0,19.0012,2,28,30,Low
221,222,2011-01-10,Spring,2011,January,12.00,0,Monday,Weekday,"Mist, Cloudy",8.200000000000001,9.09,40.0,19.0012,5,47,52,Low
222,223,2011-01-10,Spring,2011,January,13.00,0,Monday,Weekday,"Mist, Cloudy",8.200000000000001,9.09,40.0,19.0012,4,50,54,Low
223,224,2011-01-10,Spring,2011,January,14.00,0,Monday,Weekday,"Mist, Cloudy",8.200000000000001,9.85,40.0,15.001299999999999,0,47,47,Low
224,225,2011-01-10,Spring,2011,January,15.00,0,Monday,Weekday,"Mist, Cloudy",8.200000000000001,9.85,40.0,15.001299999999999,2,43,45,Low
225,226,2011-01-10,Spring,2011,January,16.00,0,Monday,Weekday,"Clear, Partly cloudy",8.200000000000001,10.605,40.0,8.9981,4,70,74,Medium
226,227,2011-01-10,Spring,2011,January,17.00,0,Monday,Weekday,"Clear, Partly cloudy",8.200000000000001,11.365,40.0,7.0015,4,174,178,Medium
227,228,2011-01-10,Spring,2011,January,18.00,0,Monday,Weekday,"Clear, Partly cloudy",8.200000000000001,9.85,40.0,15.001299999999999,1,154,155,Medium
228,229,2011-01-10,Spring,2011,January,19.00,0,Monday,Weekday,"Clear, Partly cloudy",6.5600000000000005,8.334999999999999,47.0,11.0014,3,92,95,Medium
229,230,2011-01-10,Spring,2011,January,20.00,0,Monday,Weekday,"Clear, Partly cloudy",6.5600000000000005,8.334999999999999,50.0,11.0014,1,73,74,Medium
230,231,2011-01-10,Spring,2011,January,21.00,0,Monday,Weekday,"Clear, Partly cloudy",5.74,6.819999999999999,59.0,12.998000000000001,1,37,38,Low
231,232,2011-01-10,Spring,2011,January,22.00,0,Monday,Weekday,"Clear, Partly cloudy",5.74,7.575,59.0,11.0014,2,22,24,Low
232,233,2011-01-10,Spring,2011,January,23.00,0,Monday,Weekday,"Clear, Partly cloudy",5.74,7.575,59.0,11.0014,0,18,18,Low
233,234,2011-01-11,Spring,2011,January,00.00,0,Tuesday,Weekday,"Clear, Partly cloudy",5.74,8.334999999999999,59.0,7.0015,2,10,12,Low
234,235,2011-01-11,Spring,2011,January,01.00,0,Tuesday,Weekday,"Clear, Partly cloudy",5.74,7.575,59.0,11.0014,0,3,3,Low
235,236,2011-01-11,Spring,2011,January,02.00,0,Tuesday,Weekday,"Mist, Cloudy",6.5600000000000005,7.575,55.00000000000001,12.998000000000001,0,3,3,Low
236,237,2011-01-11,Spring,2011,January,05.00,0,Tuesday,Weekday,"Mist, Cloudy",6.5600000000000005,9.09,55.00000000000001,8.9981,0,6,6,Low
237,238,2011-01-11,Spring,2011,January,06.00,0,Tuesday,Weekday,"Mist, Cloudy",6.5600000000000005,9.09,55.00000000000001,8.9981,0,27,27,Low
238,239,2011-01-11,Spring,2011,January,07.00,0,Tuesday,Weekday,"Mist, Cloudy",6.5600000000000005,11.365,55.00000000000001,0.0,2,97,99,Medium
239,240,2011-01-11,Spring,2011,January,08.00,0,Tuesday,Weekday,"Mist, Cloudy",7.38,10.605,51.0,6.0032,3,214,217,Medium
240,241,2011-01-11,Spring,2011,January,09.00,0,Tuesday,Weekday,"Mist, Cloudy",7.38,9.85,51.0,11.0014,3,127,130,Medium
241,242,2011-01-11,Spring,2011,January,10.00,0,Tuesday,Weekday,"Mist, Cloudy",8.200000000000001,10.605,51.0,11.0014,3,51,54,Low
242,243,2011-01-11,Spring,2011,January,11.00,0,Tuesday,Weekday,"Mist, Cloudy",8.200000000000001,10.605,47.0,8.9981,4,31,35,Low
243,244,2011-01-11,Spring,2011,January,12.00,0,Tuesday,Weekday,"Mist, Cloudy",8.200000000000001,11.365,51.0,7.0015,2,55,57,Low
244,245,2011-01-11,Spring,2011,January,13.00,0,Tuesday,Weekday,"Mist, Cloudy",8.200000000000001,11.365,59.0,6.0032,6,46,52,Low
245,246,2011-01-11,Spring,2011,January,14.00,0,Tuesday,Weekday,"Mist, Cloudy",8.200000000000001,11.365,59.0,6.0032,3,60,63,Low
246,247,2011-01-11,Spring,2011,January,15.00,0,Tuesday,Weekday,"Mist, Cloudy",6.5600000000000005,9.85,80.0,6.0032,2,45,47,Low
247,248,2011-01-11,Spring,2011,January,16.00,0,Tuesday,Weekday,"Mist, Cloudy",6.5600000000000005,7.575,86.0,15.001299999999999,4,72,76,Medium
248,249,2011-01-11,Spring,2011,January,17.00,0,Tuesday,Weekday,"Mist, Cloudy",6.5600000000000005,7.575,86.0,15.001299999999999,6,130,136,Medium
249,250,2011-01-11,Spring,2011,January,18.00,0,Tuesday,Weekday,"Light Snow, Light Rain",6.5600000000000005,9.09,93.0,7.0015,1,94,95,Medium
250,251,2011-01-11,Spring,2011,January,19.00,0,Tuesday,Weekday,"Light Snow, Light Rain",6.5600000000000005,11.365,93.0,0.0,0,51,51,Low
251,252,2011-01-11,Spring,2011,January,20.00,0,Tuesday,Weekday,"Light Snow, Light Rain",6.5600000000000005,7.575,93.0,12.998000000000001,0,32,32,Low
252,253,2011-01-11,Spring,2011,January,21.00,0,Tuesday,Weekday,"Light Snow, Light Rain",6.5600000000000005,9.85,86.0,6.0032,0,20,20,Low
253,254,2011-01-11,Spring,2011,January,22.00,0,Tuesday,Weekday,"Light Snow, Light Rain",6.5600000000000005,9.09,93.0,7.0015,1,28,29,Low
254,255,2011-01-11,Spring,2011,January,23.00,0,Tuesday,Weekday,"Light Snow, Light Rain",6.5600000000000005,9.85,93.0,6.0032,1,18,19,Low
255,256,2011-01-12,Spring,2011,January,00.00,0,Wednesday,Weekday,"Mist, Cloudy",6.5600000000000005,9.85,86.0,6.0032,0,7,7,Low
256,257,2011-01-12,Spring,2011,January,01.00,0,Wednesday,Weekday,"Mist, Cloudy",6.5600000000000005,9.09,86.0,7.0015,0,6,6,Low
257,258,2011-01-12,Spring,2011,January,02.00,0,Wednesday,Weekday,"Clear, Partly cloudy",5.74,7.575,86.0,8.9981,0,1,1,Low
258,259,2011-01-12,Spring,2011,January,05.00,0,Wednesday,Weekday,"Clear, Partly cloudy",5.74,7.575,86.0,11.0014,0,5,5,Low
259,260,2011-01-12,Spring,2011,January,06.00,0,Wednesday,Weekday,"Clear, Partly cloudy",4.92,7.575,93.0,8.9981,0,16,16,Low
260,261,2011-01-12,Spring,2011,January,07.00,0,Wednesday,Weekday,"Clear, Partly cloudy",5.74,7.575,69.0,8.9981,0,54,54,Low
261,262,2011-01-12,Spring,2011,January,08.00,0,Wednesday,Weekday,"Clear, Partly cloudy",6.5600000000000005,8.334999999999999,59.0,11.0014,3,125,128,Medium
262,263,2011-01-12,Spring,2011,January,09.00,0,Wednesday,Weekday,"Clear, Partly cloudy",6.5600000000000005,6.819999999999999,59.0,22.0028,3,78,81,Medium
263,264,2011-01-12,Spring,2011,January,10.00,0,Wednesday,Weekday,"Clear, Partly cloudy",7.38,9.09,55.00000000000001,15.001299999999999,0,39,39,Low
264,265,2011-01-12,Spring,2011,January,11.00,0,Wednesday,Weekday,"Clear, Partly cloudy",8.200000000000001,9.09,51.0,26.0027,3,32,35,Low
265,266,2011-01-12,Spring,2011,January,12.00,0,Wednesday,Weekday,"Clear, Partly cloudy",8.200000000000001,7.575,47.0,39.000699999999995,3,52,55,Low
266,267,2011-01-12,Spring,2011,January,13.00,0,Wednesday,Weekday,"Clear, Partly cloudy",9.02,9.85,44.0,23.9994,0,49,49,Low
267,268,2011-01-12,Spring,2011,January,14.00,0,Wednesday,Weekday,"Clear, Partly cloudy",8.200000000000001,9.09,47.0,22.0028,0,44,44,Low
268,269,2011-01-12,Spring,2011,January,15.00,0,Wednesday,Weekday,"Clear, Partly cloudy",8.200000000000001,8.334999999999999,47.0,27.999299999999998,1,48,49,Low
269,270,2011-01-12,Spring,2011,January,16.00,0,Wednesday,Weekday,"Clear, Partly cloudy",9.02,9.85,44.0,22.0028,5,63,68,Low
270,271,2011-01-12,Spring,2011,January,17.00,0,Wednesday,Weekday,"Clear, Partly cloudy",8.200000000000001,9.09,47.0,23.9994,0,139,139,Medium
271,272,2011-01-12,Spring,2011,January,18.00,0,Wednesday,Weekday,"Clear, Partly cloudy",8.200000000000001,7.575,47.0,35.0008,2,135,137,Medium
272,273,2011-01-12,Spring,2011,January,19.00,0,Wednesday,Weekday,"Clear, Partly cloudy",7.38,7.575,47.0,27.999299999999998,1,82,83,Medium
273,274,2011-01-12,Spring,2011,January,20.00,0,Wednesday,Weekday,"Clear, Partly cloudy",6.5600000000000005,6.819999999999999,50.0,22.0028,2,54,56,Low
274,275,2011-01-12,Spring,2011,January,21.00,0,Wednesday,Weekday,"Clear, Partly cloudy",6.5600000000000005,6.819999999999999,55.00000000000001,22.0028,0,57,57,Low
275,276,2011-01-12,Spring,2011,January,22.00,0,Wednesday,Weekday,"Clear, Partly cloudy",6.5600000000000005,6.0600000000000005,55.00000000000001,30.002599999999997,1,32,33,Low
276,277,2011-01-12,Spring,2011,January,23.00,0,Wednesday,Weekday,"Clear, Partly cloudy",5.74,5.305,59.0,27.999299999999998,1,19,20,Low
277,278,2011-01-13,Spring,2011,January,00.00,0,Thursday,Weekday,"Clear, Partly cloudy",5.74,6.0600000000000005,59.0,19.0012,1,6,7,Low
278,279,2011-01-13,Spring,2011,January,01.00,0,Thursday,Weekday,"Clear, Partly cloudy",5.74,6.0600000000000005,50.0,19.0012,0,2,2,Low
279,280,2011-01-13,Spring,2011,January,02.00,0,Thursday,Weekday,"Clear, Partly cloudy",5.74,6.0600000000000005,50.0,23.9994,0,2,2,Low
280,281,2011-01-13,Spring,2011,January,03.00,0,Thursday,Weekday,"Clear, Partly cloudy",5.74,6.0600000000000005,50.0,22.0028,0,3,3,Low
281,282,2011-01-13,Spring,2011,January,04.00,0,Thursday,Weekday,"Clear, Partly cloudy",5.74,6.0600000000000005,50.0,16.997899999999998,0,4,4,Low
282,283,2011-01-13,Spring,2011,January,05.00,0,Thursday,Weekday,"Clear, Partly cloudy",5.74,6.0600000000000005,50.0,19.999499999999998,0,3,3,Low
283,284,2011-01-13,Spring,2011,January,06.00,0,Thursday,Weekday,"Clear, Partly cloudy",4.92,7.575,54.0,8.9981,0,28,28,Low
284,285,2011-01-13,Spring,2011,January,07.00,0,Thursday,Weekday,"Clear, Partly cloudy",4.92,7.575,54.0,8.9981,0,72,72,Medium
285,286,2011-01-13,Spring,2011,January,08.00,0,Thursday,Weekday,"Clear, Partly cloudy",5.74,6.819999999999999,50.0,12.998000000000001,5,197,202,Medium
286,287,2011-01-13,Spring,2011,January,09.00,0,Thursday,Weekday,"Clear, Partly cloudy",5.74,6.0600000000000005,50.0,22.0028,2,137,139,Medium
287,288,2011-01-13,Spring,2011,January,10.00,0,Thursday,Weekday,"Mist, Cloudy",6.5600000000000005,6.819999999999999,50.0,23.9994,2,36,38,Low
288,289,2011-01-13,Spring,2011,January,11.00,0,Thursday,Weekday,"Mist, Cloudy",8.200000000000001,8.334999999999999,44.0,30.002599999999997,4,33,37,Low
289,290,2011-01-13,Spring,2011,January,12.00,0,Thursday,Weekday,"Clear, Partly cloudy",8.200000000000001,8.334999999999999,44.0,27.999299999999998,3,49,52,Low
290,291,2011-01-13,Spring,2011,January,13.00,0,Thursday,Weekday,"Clear, Partly cloudy",9.02,9.85,41.0,30.002599999999997,2,81,83,Medium
291,292,2011-01-13,Spring,2011,January,14.00,0,Thursday,Weekday,"Clear, Partly cloudy",9.02,9.85,41.0,26.0027,3,39,42,Low
292,293,2011-01-13,Spring,2011,January,15.00,0,Thursday,Weekday,"Clear, Partly cloudy",9.84,10.605,38.0,19.999499999999998,5,55,60,Low
293,294,2011-01-13,Spring,2011,January,16.00,0,Thursday,Weekday,"Clear, Partly cloudy",9.84,10.605,38.0,23.9994,2,76,78,Medium
294,295,2011-01-13,Spring,2011,January,17.00,0,Thursday,Weekday,"Clear, Partly cloudy",8.200000000000001,9.09,40.0,19.0012,4,158,162,Medium
295,296,2011-01-13,Spring,2011,January,18.00,0,Thursday,Weekday,"Clear, Partly cloudy",8.200000000000001,9.09,40.0,22.0028,3,141,144,Medium
296,297,2011-01-13,Spring,2011,January,19.00,0,Thursday,Weekday,"Clear, Partly cloudy",6.5600000000000005,7.575,47.0,16.997899999999998,1,98,99,Medium
297,298,2011-01-13,Spring,2011,January,20.00,0,Thursday,Weekday,"Clear, Partly cloudy",6.5600000000000005,7.575,47.0,15.001299999999999,0,64,64,Low
298,299,2011-01-13,Spring,2011,January,21.00,0,Thursday,Weekday,"Clear, Partly cloudy",5.74,6.0600000000000005,46.0,19.999499999999998,0,40,40,Low
299,300,2011-01-13,Spring,2011,January,22.00,0,Thursday,Weekday,"Clear, Partly cloudy",5.74,6.0600000000000005,46.0,22.0028,0,30,30,Low
300,301,2011-01-13,Spring,2011,January,23.00,0,Thursday,Weekday,"Clear, Partly cloudy",4.92,6.819999999999999,50.0,12.998000000000001,1,14,15,Low
301,302,2011-01-14,Spring,2011,January,00.00,0,Friday,Weekday,"Clear, Partly cloudy",4.92,6.819999999999999,50.0,12.998000000000001,0,14,14,Low
302,303,2011-01-14,Spring,2011,January,01.00,0,Friday,Weekday,"Clear, Partly cloudy",4.1000000000000005,6.0600000000000005,54.0,11.0014,0,5,5,Low
303,304,2011-01-14,Spring,2011,January,02.00,0,Friday,Weekday,"Clear, Partly cloudy",4.1000000000000005,6.0600000000000005,54.0,8.9981,0,1,1,Low
304,305,2011-01-14,Spring,2011,January,03.00,0,Friday,Weekday,"Clear, Partly cloudy",4.1000000000000005,6.819999999999999,54.0,7.0015,0,1,1,Low
305,306,2011-01-14,Spring,2011,January,05.00,0,Friday,Weekday,"Clear, Partly cloudy",4.1000000000000005,6.819999999999999,54.0,6.0032,0,8,8,Low
306,307,2011-01-14,Spring,2011,January,06.00,0,Friday,Weekday,"Clear, Partly cloudy",4.1000000000000005,9.09,54.0,0.0,0,17,17,Low
307,308,2011-01-14,Spring,2011,January,07.00,0,Friday,Weekday,"Clear, Partly cloudy",4.1000000000000005,6.0600000000000005,74.0,11.0014,0,70,70,Medium
308,309,2011-01-14,Spring,2011,January,08.00,0,Friday,Weekday,"Clear, Partly cloudy",4.92,8.334999999999999,68.0,0.0,2,156,158,Medium
309,310,2011-01-14,Spring,2011,January,09.00,0,Friday,Weekday,"Clear, Partly cloudy",5.74,7.575,69.0,8.9981,0,117,117,Medium
310,311,2011-01-14,Spring,2011,January,10.00,0,Friday,Weekday,"Clear, Partly cloudy",7.38,9.09,55.00000000000001,12.998000000000001,4,40,44,Low
311,312,2011-01-14,Spring,2011,January,11.00,0,Friday,Weekday,"Clear, Partly cloudy",7.38,8.334999999999999,51.0,19.0012,6,47,53,Low
312,313,2011-01-14,Spring,2011,January,12.00,0,Friday,Weekday,"Clear, Partly cloudy",8.200000000000001,9.85,44.0,16.997899999999998,2,59,61,Low
313,314,2011-01-14,Spring,2011,January,13.00,0,Friday,Weekday,"Clear, Partly cloudy",9.02,9.85,37.0,26.0027,4,73,77,Medium
314,315,2011-01-14,Spring,2011,January,14.00,0,Friday,Weekday,"Clear, Partly cloudy",9.02,10.605,41.0,19.0012,5,59,64,Low
315,316,2011-01-14,Spring,2011,January,15.00,0,Friday,Weekday,"Clear, Partly cloudy",9.84,12.120000000000001,38.0,11.0014,9,59,68,Low
316,317,2011-01-14,Spring,2011,January,16.00,0,Friday,Weekday,"Clear, Partly cloudy",9.02,12.120000000000001,41.0,7.0015,3,87,90,Medium
317,318,2011-01-14,Spring,2011,January,17.00,0,Friday,Weekday,"Clear, Partly cloudy",9.02,11.365,41.0,11.0014,4,155,159,Medium
318,319,2011-01-14,Spring,2011,January,18.00,0,Friday,Weekday,"Clear, Partly cloudy",8.200000000000001,12.879999999999999,47.0,0.0,5,134,139,Medium
319,320,2011-01-14,Spring,2011,January,19.00,0,Friday,Weekday,"Clear, Partly cloudy",6.5600000000000005,9.85,59.0,6.0032,3,89,92,Medium
320,321,2011-01-14,Spring,2011,January,20.00,0,Friday,Weekday,"Clear, Partly cloudy",7.38,12.120000000000001,59.0,0.0,0,68,68,Low
321,322,2011-01-14,Spring,2011,January,21.00,0,Friday,Weekday,"Clear, Partly cloudy",6.5600000000000005,11.365,69.0,0.0,4,48,52,Low
322,323,2011-01-14,Spring,2011,January,22.00,0,Friday,Weekday,"Mist, Cloudy",6.5600000000000005,11.365,69.0,0.0,2,34,36,Low
323,324,2011-01-14,Spring,2011,January,23.00,0,Friday,Weekday,"Mist, Cloudy",7.38,12.120000000000001,55.00000000000001,0.0,1,26,27,Low
324,325,2011-01-15,Spring,2011,January,00.00,0,Saturday,Weekend,"Clear, Partly cloudy",7.38,12.120000000000001,55.00000000000001,0.0,3,25,28,Low
325,326,2011-01-15,Spring,2011,January,01.00,0,Saturday,Weekend,"Mist, Cloudy",6.5600000000000005,9.85,59.0,6.0032,2,18,20,Low
326,327,2011-01-15,Spring,2011,January,02.00,0,Saturday,Weekend,"Mist, Cloudy",6.5600000000000005,9.85,59.0,6.0032,0,12,12,Low
327,328,2011-01-15,Spring,2011,January,03.00,0,Saturday,Weekend,"Mist, Cloudy",6.5600000000000005,11.365,59.0,0.0,1,7,8,Low
328,329,2011-01-15,Spring,2011,January,04.00,0,Saturday,Weekend,"Mist, Cloudy",6.5600000000000005,11.365,59.0,0.0,0,5,5,Low
329,330,2011-01-15,Spring,2011,January,05.00,0,Saturday,Weekend,"Clear, Partly cloudy",6.5600000000000005,11.365,59.0,0.0,0,1,1,Low
330,331,2011-01-15,Spring,2011,January,06.00,0,Saturday,Weekend,"Clear, Partly cloudy",5.74,8.334999999999999,63.0,7.0015,1,2,3,Low
331,332,2011-01-15,Spring,2011,January,07.00,0,Saturday,Weekend,"Clear, Partly cloudy",5.74,10.605,63.0,0.0,1,9,10,Low
